iter	Logloss
137	0.3964614451
138	0.3957586913
139	0.3952065045
140	0.3945049447
141	0.3937921907
142	0.3930641717
143	0.392295167
144	0.3915945281
145	0.3910789851
146	0.3905402768
147	0.3901373534
148	0.3897007916
149	0.3891009289
150	0.388951151
151	0.3885985804
152	0.3878378194
153	0.3873882898
154	0.3867959802
155	0.386324531
156	0.3857224742
157	0.3848829418
158	0.3844206205
159	0.3837630126
160	0.383442089
161	0.382989725
162	0.382426698
163	0.3820857749
164	0.3817408662
165	0.3815372714
166	0.3810811479
167	0.3806989298
168	0.3803150733
169	0.3800743182
170	0.3798202215
171	0.379260461
172	0.3787793242
173	0.3783372472
174	0.3780623201
175	0.3774471561
176	0.3770665444
177	0.3765937739
178	0.3762032088
179	0.3758940712
180	0.3755782983
181	0.3751706829
182	0.3746556729
183	0.3743672689
184	0.3738477321
185	0.3735658173
186	0.373117718
187	0.3728016573
188	0.3722555353
189	0.3718965931
190	0.371573377
191	0.3711802691
192	0.3707197619
193	0.3703963999
194	0.3700784528
195	0.3698552561
196	0.3694185624
197	0.3690948043
198	0.3688822452
199	0.3683882192
200	0.3680772284
201	0.3676767992
202	0.3674761219
203	0.3670232652
204	0.3664629125
205	0.3658442541
206	0.3655371865
207	0.3652575883
208	0.3649393616
209	0.3645390654
210	0.3643784396
211	0.3640131521
212	0.3637465166
213	0.363411173
214	0.3631185036
215	0.3627930222
216	0.3625899505
217	0.3622533857
218	0.3617855031
219	0.3615212868
220	0.3610234854
221	0.3607876788
222	0.3603677177
223	0.3599477889
224	0.3596321197
225	0.3593695143
226	0.3591609514
227	0.3588510795
228	0.3587039506
229	0.358515026
230	0.3583818788
231	0.3579992601
232	0.357598354
233	0.3572634873
234	0.3570085595
235	0.356684248
236	0.3564347081
237	0.3560733949
238	0.3559040258
239	0.3555424824
240	0.3551935829
241	0.3547859837
242	0.3546213347
243	0.3543788551
244	0.354077986
245	0.353789653
246	0.3536354116
247	0.3535195912
248	0.3531411667
249	0.3529989901
250	0.3527648231
251	0.3526154242
252	0.3523479989
253	0.3520375257
254	0.3518082968
255	0.3515747053
256	0.351457614
257	0.3512561219
258	0.3507725039
259	0.3506114521
260	0.3502076104
261	0.3499818456
262	0.3496234383
263	0.349239343
264	0.3490007022
265	0.3487917852
266	0.3484328134
267	0.3484159866
268	0.3482373113
269	0.3479923248
270	0.3478609972
271	0.3477899785
272	0.3475660671
273	0.347404509
274	0.3469721916
275	0.3467102621
276	0.3465896268
277	0.3463168401
278	0.3460237929
279	0.3457946552
280	0.3456023259
281	0.3455031381
282	0.345276106
283	0.3447553108
284	0.3445606414
285	0.3443546494
286	0.3442079446
287	0.3440879923
288	0.343967577
289	0.3437394092
290	0.343363907
291	0.343037582
292	0.3428360308
293	0.3427200914
294	0.3424739903
295	0.3422626018
296	0.3419087436
297	0.3417393574
298	0.3415082497
299	0.3413653808
300	0.3413370734
301	0.3411984688
302	0.3410017903
303	0.3408367332
304	0.3404984834
305	0.3403665367
306	0.3400269492
307	0.339855512
308	0.3397396744
309	0.3395117431
310	0.3393042978
311	0.3391388365
312	0.3389717744
313	0.3387913084
314	0.3386872928
315	0.3383649946
316	0.3382921043
317	0.3379087428
318	0.337764608
319	0.3375808711
320	0.3374727222
321	0.3371180138
322	0.3369682804
323	0.3366341558
324	0.3362801881
325	0.3360342251
326	0.3359563084
327	0.3357068565
328	0.3355438989
329	0.3353156651
330	0.3351578809
331	0.334997535
332	0.3347423515
333	0.3344882269
334	0.3344441137
335	0.3342480875
336	0.3340455859
337	0.3337686885
338	0.3335666363
339	0.33344554
340	0.3331566598
341	0.3328181066
342	0.332683805
343	0.3323485642
344	0.3321422483
345	0.3320219112
346	0.3319628948
347	0.3318327203
348	0.3316384516
349	0.3313447181
350	0.3312500979
351	0.3311055226
352	0.3310505242
353	0.330862589
354	0.3306886122
355	0.3304384727
356	0.3303430595
357	0.3301547968
358	0.3299941771
359	0.329880496
360	0.3297739677
361	0.3294475824
362	0.3293858566
363	0.3291826621
364	0.3289421434
365	0.3286801121
366	0.3285906935
367	0.32846054
368	0.3279775169
369	0.3278835948
370	0.3275042404
371	0.3272993188
372	0.3272572499
373	0.3270020867
374	0.3267494156
375	0.3264838911
376	0.3262672008
377	0.3260909847
378	0.3259307451
379	0.325816323
380	0.3255969784
381	0.325229031
382	0.32509525
383	0.3249777657
384	0.3247515843
385	0.3246550483
386	0.3244181352
387	0.3242866874
388	0.3238119299
389	0.3234359432
390	0.3231692087
391	0.3230047556
392	0.322901126
393	0.3228947718
394	0.3228135204
395	0.3226508708
396	0.3224436172
397	0.3222220661
398	0.3221046984
399	0.3218813679
400	0.3216630875
401	0.3214900147
402	0.3213199783
403	0.3212310921
404	0.321061896
405	0.3209515158
406	0.3207242013
407	0.3206058529
408	0.3204698478
409	0.3203316823
410	0.3202701697
411	0.3201342259
412	0.3198854641
413	0.3198122868
414	0.3196098621
415	0.3194686989
416	0.3193406258
417	0.3192595529
418	0.3190680387
419	0.3188547463
420	0.3186277265
421	0.3184076083
422	0.318279776
423	0.3181794691
424	0.3179164921
425	0.3178508286
426	0.3176935108
427	0.3174453015
428	0.317327216
429	0.3171513368
430	0.317054382
431	0.3169355421
432	0.3167670754
433	0.3166728165
434	0.3163299377
435	0.3162535562
436	0.3159631981
437	0.3157142414
438	0.3156024973
439	0.3155446723
440	0.3154835925
441	0.3148786663
442	0.3146531168
443	0.3146039458
444	0.3143616816
445	0.3141264824
446	0.3140297585
447	0.3137754297
448	0.3137180684
449	0.3135890225
450	0.313359101
451	0.3131550062
452	0.3130630583
453	0.3129747431
454	0.3127767971
455	0.3124434723
456	0.3121659727
457	0.3120525017
458	0.3119408859
459	0.3117583465
460	0.3114768652
461	0.3114454493
462	0.3114198629
463	0.3111968282
464	0.3111506791
465	0.3110947927
466	0.31095101
467	0.3109437887
468	0.3107877188
469	0.3106215975
470	0.3105453438
471	0.3104302954
472	0.3102419979
473	0.3100518753
474	0.3098328906
475	0.3095644065
476	0.3094410249
477	0.3093175786
478	0.3091388975
479	0.3090671161
480	0.3090283387
481	0.308946402
482	0.3088295099
483	0.3088154112
484	0.3086904215
485	0.3085154272
486	0.3084164907
487	0.3082048621
488	0.3081114929
489	0.3080709385
490	0.3079652045
491	0.3076973381
492	0.3075715156
493	0.3074504985
494	0.3073866796
495	0.307090932
496	0.3069789523
497	0.3068962795
498	0.3067224155
499	0.3065960214
500	0.306331118
501	0.3061889103
502	0.3058583891
503	0.3058298948
504	0.3058012744
505	0.3057121336
506	0.3055488404
507	0.3054921344
508	0.3054313587
509	0.3053682913
510	0.3052104223
511	0.3051060618
512	0.3049586474
513	0.3046745225
514	0.3045382578
515	0.304289511
516	0.3041614871
517	0.3040453668
518	0.3038583364
519	0.3037734007
520	0.3036743589
521	0.3036266374
522	0.3035335377
523	0.3034135041
524	0.3032431232
525	0.3030022461
526	0.3027959814
527	0.3027204677
528	0.3024999742
529	0.3024964365
530	0.3024077327
531	0.3023044147
532	0.3020874047
533	0.3020087487
534	0.3019188199
535	0.3017637452
536	0.3016638148
537	0.301317929
538	0.3011779188
539	0.3010410293
540	0.3009593862
541	0.3008802855
542	0.3007965009
543	0.3005051062
544	0.3003938884
545	0.3001115019
546	0.3000032617
547	0.2999137353
548	0.2998253891
549	0.2997482612
550	0.2996978973
551	0.2995939335
552	0.2994840049
553	0.2994078804
554	0.2993171639
555	0.2993002416
556	0.2991766822
557	0.29898133
558	0.2988663416
559	0.2987559878
560	0.2987313678
561	0.2985971399
562	0.2984862118
563	0.2982846932
564	0.2982538693
565	0.2981278198
566	0.2980168026
567	0.2978715451
568	0.297797586
569	0.2977746481
570	0.2976550422
571	0.2974540097
572	0.2973900678
573	0.2973066601
574	0.2972693748
575	0.2971399023
576	0.2970135302
577	0.2969345805
578	0.2968370595
579	0.2967924371
580	0.2967276393
581	0.2966406948
582	0.2963692363
583	0.2962044354
584	0.2961340759
585	0.2960303234
586	0.2959952585
587	0.2959334922
588	0.2956584719
589	0.2956153556
590	0.2954027893
591	0.2953030409
592	0.2952255259
593	0.2951646646
594	0.2951231665
595	0.2949221791
596	0.2947515958
597	0.2947194276
598	0.294610394
599	0.2945957928
600	0.2945000289
601	0.2943425972
602	0.2942434995
603	0.294087033
604	0.2939644411
605	0.2938463272
606	0.2937572524
607	0.2935083386
608	0.2933105712
609	0.2932260339
610	0.2931808889
611	0.2931139154
612	0.2929942068
613	0.2929142909
614	0.2928552606
615	0.2928284592
616	0.292754096
617	0.2926854004
618	0.2925019946
619	0.2923766387
620	0.292258453
621	0.2921627881
622	0.2921226991
623	0.2919791575
624	0.2917611381
625	0.2916071651
626	0.2914508312
627	0.2913841879
628	0.2913063025
629	0.2912564716
630	0.2911801355
631	0.291125505
632	0.2909923436
633	0.2908935622
634	0.290654303
635	0.2905586782
636	0.2904298918
637	0.2903704563
638	0.2902346502
639	0.2901658743
640	0.290144605
641	0.2899496941
642	0.2898918105
643	0.2897987938
644	0.2896735136
645	0.2896548545
646	0.2896023218
647	0.2894428008
648	0.2893783397
649	0.2893295167
650	0.2892618797
651	0.2891987404
652	0.2890845124
653	0.2888588906
654	0.2888373069
655	0.288714082
656	0.2885959749
657	0.2883287482
658	0.2882023289
659	0.2881609779
660	0.2880390818
661	0.2878969798
662	0.2878225053
663	0.2876580138
664	0.2874851168
665	0.2874032656
666	0.2872778196
667	0.2871953004
668	0.287152888
669	0.2870474415
670	0.2868074085
671	0.286713375
672	0.2866665233
673	0.286553064
674	0.2863679752
675	0.2863131057
676	0.2860940433
677	0.2860164171
678	0.285967265
679	0.2858049327
680	0.2856567385
681	0.2855916117
682	0.2855283526
683	0.2853769146
684	0.2853681836
685	0.2852544607
686	0.2852191553
687	0.2850406171
688	0.284886838
689	0.284845673
690	0.2844629351
691	0.2844085941
692	0.2842722915
693	0.2842334988
694	0.2841069151
695	0.2840372286
696	0.2838769929
697	0.2838660838
698	0.2838320257
699	0.2835521373
700	0.2833960229
701	0.283230722
702	0.2830165185
703	0.2828547227
704	0.2825697843
705	0.2825057817
706	0.2823377606
707	0.2822123544
708	0.2820593527
709	0.2820101421
710	0.2819671903
711	0.2817815413
712	0.2816611387
713	0.2816308895
714	0.281458504
715	0.2813485424
716	0.281255669
717	0.2810100196
718	0.2810035032
719	0.2808443883
720	0.2808082806
721	0.2807482446
722	0.2807105212
723	0.2802920933
724	0.2802044014
725	0.2801506405
726	0.279961468
727	0.2798591933
728	0.2797079664
729	0.2796193734
730	0.279400829
731	0.2791866022
732	0.2789701194
733	0.2786350996
734	0.2785576802
735	0.2783859441
736	0.2782569789
737	0.2779899151
738	0.2779780137
739	0.2779216319
740	0.277743604
741	0.2776651595
742	0.2775259818
743	0.277270025
744	0.2771677066
745	0.2771429635
746	0.2769692354
747	0.2768653985
748	0.2767027226
749	0.2764380283
750	0.2762304767
751	0.2758813919
752	0.2757566457
753	0.2756998407
754	0.2754567663
755	0.2753961501
756	0.2752904303
757	0.2752507173
758	0.2750906853
759	0.2749084729
760	0.2748335979
761	0.2746773428
762	0.2745160367
763	0.2743962835
764	0.2743384661
765	0.2742004559
766	0.2740803502
767	0.2740077965
768	0.2738867263
769	0.2737774717
770	0.273740008
771	0.2734615873
772	0.2731847417
773	0.2729527096
774	0.2728701417
775	0.272755276
776	0.2726892522
777	0.2726032657
778	0.2725609413
779	0.2723278102
780	0.2722486079
781	0.2721306157
782	0.2720275174
783	0.2718493611
784	0.2717759944
785	0.2716850656
786	0.2715131718
787	0.2714986805
788	0.2714068698
789	0.2712027188
790	0.2709936266
791	0.270866926
792	0.2706728175
793	0.2705388297
794	0.2704281735
795	0.2702954153
796	0.2701812887
797	0.2701225071
798	0.2700037436
799	0.2699478016
800	0.2697889278
801	0.2695153301
802	0.2691941448
803	0.2691118343
804	0.2690483117
805	0.2689958088
806	0.2687836503
807	0.2685873151
808	0.268536221
809	0.268362947
810	0.2682543472
811	0.2681941733
812	0.2679667835
813	0.2679002816
814	0.2677902085
815	0.2676536448
816	0.2674800434
817	0.2674176147
818	0.2673567129
819	0.2672432875
820	0.2671864397
821	0.2670731848
822	0.2669154082
823	0.2667302361
824	0.2664502538
825	0.266239158
826	0.2660928362
827	0.2659847492
828	0.2658287573
829	0.2657340912
830	0.2655792787
831	0.2655346663
832	0.2654434863
833	0.2653873658
834	0.2652013072
835	0.2651718704
836	0.265036317
837	0.2649814017
838	0.2649280005
839	0.2648204319
840	0.264788865
841	0.2647755953
842	0.2646747327
843	0.2644995039
844	0.2644519009
845	0.2643914959
846	0.2643747799
847	0.2642695638
848	0.2641828635
849	0.2641117574
850	0.2640415323
851	0.2639082334
852	0.2637587057
853	0.2635428153
854	0.2633157512
855	0.2631840499
856	0.2631370787
857	0.2631185373
858	0.2629471292
859	0.2625729258
860	0.2624903296
861	0.2624054963
862	0.2623868132
863	0.2621697751
864	0.2621173668
865	0.2618427845
866	0.2617693856
867	0.2616625609
868	0.2615732317
869	0.2614031278
870	0.2613450078
871	0.2611596047
872	0.2610422884
873	0.2609919896
874	0.2609349288
875	0.2609048687
876	0.2608657654
877	0.2607801471
878	0.2606870274
879	0.2606371088
880	0.2605499518
881	0.2604516218
882	0.2604286829
883	0.2603196453
884	0.2602426418
885	0.2600217967
886	0.2598387745
887	0.2597772974
888	0.2597301139
889	0.2593660838
890	0.2591307348
891	0.2590409049
892	0.2588893584
893	0.258835402
894	0.258626313
895	0.2585634295
896	0.258520706
897	0.2584827946
898	0.2583751409
899	0.2580146294
900	0.2579839308
901	0.2578972043
902	0.2578163024
903	0.2577680548
904	0.2576097575
905	0.2575292751
906	0.2574555964
907	0.257316356
908	0.2572103298
909	0.2570052622
910	0.2568875731
911	0.256836404
912	0.2564890937
913	0.2564371386
914	0.2562823591
915	0.2562576671
916	0.256189328
917	0.2557774471
918	0.2556877413
919	0.2555398789
920	0.2554759035
921	0.2553204852
922	0.2552296946
923	0.2551445449
924	0.2551089397
925	0.2549746795
926	0.2548626261
927	0.2547096528
928	0.2546540993
929	0.2544875839
930	0.2544309639
931	0.2543919278
932	0.2541764177
933	0.2540670483
934	0.2540094666
935	0.2538889887
936	0.2537488798
937	0.2536279127
938	0.2535698481
939	0.2533541947
940	0.2532819855
941	0.2531400618
942	0.2530888828
943	0.2530290817
944	0.2527555802
945	0.2527445191
946	0.2526878047
947	0.252607035
948	0.2525542073
949	0.2524902826
950	0.2523666335
951	0.2522355031
952	0.2521880965
953	0.2520642641
954	0.2520180785
955	0.2518784101
956	0.2518648445
957	0.2518062194
958	0.2517723162
959	0.251725031
960	0.2515671456
961	0.2513814926
962	0.2513459619
963	0.251096961
964	0.251047294
965	0.2509689908
966	0.2509375471
967	0.2508552975
968	0.2507878606
969	0.2507271343
970	0.2506288698
971	0.250517158
972	0.2504693898
973	0.2502261462
974	0.250190689
975	0.2501511446
976	0.2501112732
977	0.2499402914
978	0.2498354367
979	0.2495745361
980	0.2494751172
981	0.2494261768
982	0.2493934277
983	0.2493620344
984	0.2491835306
985	0.2491470667
986	0.2490720897
987	0.2489801393
988	0.2487962138
989	0.2487435887
990	0.2484563663
991	0.2481826909
992	0.2479538162
993	0.2477976313
994	0.2477476819
995	0.2476293054
996	0.2474581178
997	0.2472284277
998	0.2471588625
999	0.2471048435
